Id	Longitude	Latitude	Depth	RecentDate	OldestDate	Archive	Material	DOI	Reference	Filename
53	89.528	32.098	4724.0	-0.056	-0.056	Lake	Non-Carbonate	10.1016/j.orggeochem.2010.05.010	Aichner, B., Herzschuh, U., Wilkes, H., Vieth, A., and Böhner, J.: δD values of n-alkanes in Tibetan lake sediments and aquatic macrophytes – A surface sediment study and application to a 16ka record from Lake Koucha, Organic Geochemistry, 41, 779-790, 10.1016/j.orggeochem.2010.05.010, 2010.	Aichner_2010_ctp20_C27_SIMPL
54	89.528	32.098	4724.0	-0.056	-0.056	Lake	Non-Carbonate	10.1016/j.orggeochem.2010.05.010	Aichner, B., Herzschuh, U., Wilkes, H., Vieth, A., and Böhner, J.: δD values of n-alkanes in Tibetan lake sediments and aquatic macrophytes – A surface sediment study and application to a 16ka record from Lake Koucha, Organic Geochemistry, 41, 779-790, 10.1016/j.orggeochem.2010.05.010, 2010.	Aichner_2010_ctp20_C29_SIMPL
55	89.528	32.098	4724.0	-0.056	-0.056	Lake	Non-Carbonate	10.1016/j.orggeochem.2010.05.010	Aichner, B., Herzschuh, U., Wilkes, H., Vieth, A., and Böhner, J.: δD values of n-alkanes in Tibetan lake sediments and aquatic macrophytes – A surface sediment study and application to a 16ka record from Lake Koucha, Organic Geochemistry, 41, 779-790, 10.1016/j.orggeochem.2010.05.010, 2010.	Aichner_2010_ctp20_C31_SIMPL
56	91.857	32.572	5133.0	-0.056	-0.056	Lake	Non-Carbonate	10.1016/j.orggeochem.2010.05.010	Aichner, B., Herzschuh, U., Wilkes, H., Vieth, A., and Böhner, J.: δD values of n-alkanes in Tibetan lake sediments and aquatic macrophytes – A surface sediment study and application to a 16ka record from Lake Koucha, Organic Geochemistry, 41, 779-790, 10.1016/j.orggeochem.2010.05.010, 2010.	Aichner_2010_ctp25_C23_SIMPL
57	91.857	32.572	5133.0	-0.056	-0.056	Lake	Non-Carbonate	10.1016/j.orggeochem.2010.05.010	Aichner, B., Herzschuh, U., Wilkes, H., Vieth, A., and Böhner, J.: δD values of n-alkanes in Tibetan lake sediments and aquatic macrophytes – A surface sediment study and application to a 16ka record from Lake Koucha, Organic Geochemistry, 41, 779-790, 10.1016/j.orggeochem.2010.05.010, 2010.	Aichner_2010_ctp25_C25_SIMPL
58	95.977	34.158	4701.0	-0.056	-0.056	Lake	Non-Carbonate	10.1016/j.orggeochem.2010.05.010	Aichner, B., Herzschuh, U., Wilkes, H., Vieth, A., and Böhner, J.: δD values of n-alkanes in Tibetan lake sediments and aquatic macrophytes – A surface sediment study and application to a 16ka record from Lake Koucha, Organic Geochemistry, 41, 779-790, 10.1016/j.orggeochem.2010.05.010, 2010.	Aichner_2010_ctp35_C23_SIMPL
59	95.977	34.158	4701.0	-0.056	-0.056	Lake	Non-Carbonate	10.1016/j.orggeochem.2010.05.010	Aichner, B., Herzschuh, U., Wilkes, H., Vieth, A., and Böhner, J.: δD values of n-alkanes in Tibetan lake sediments and aquatic macrophytes – A surface sediment study and application to a 16ka record from Lake Koucha, Organic Geochemistry, 41, 779-790, 10.1016/j.orggeochem.2010.05.010, 2010.	Aichner_2010_ctp35_C25_SIMPL
60	95.977	34.158	4701.0	-0.056	-0.056	Lake	Non-Carbonate	10.1016/j.orggeochem.2010.05.010	Aichner, B., Herzschuh, U., Wilkes, H., Vieth, A., and Böhner, J.: δD values of n-alkanes in Tibetan lake sediments and aquatic macrophytes – A surface sediment study and application to a 16ka record from Lake Koucha, Organic Geochemistry, 41, 779-790, 10.1016/j.orggeochem.2010.05.010, 2010.	Aichner_2010_ctp35_C27_SIMPL
61	95.977	34.158	4701.0	-0.056	-0.056	Lake	Non-Carbonate	10.1016/j.orggeochem.2010.05.010	Aichner, B., Herzschuh, U., Wilkes, H., Vieth, A., and Böhner, J.: δD values of n-alkanes in Tibetan lake sediments and aquatic macrophytes – A surface sediment study and application to a 16ka record from Lake Koucha, Organic Geochemistry, 41, 779-790, 10.1016/j.orggeochem.2010.05.010, 2010.	Aichner_2010_ctp35_C29_SIMPL
62	95.977	34.158	4701.0	-0.056	-0.056	Lake	Non-Carbonate	10.1016/j.orggeochem.2010.05.010	Aichner, B., Herzschuh, U., Wilkes, H., Vieth, A., and Böhner, J.: δD values of n-alkanes in Tibetan lake sediments and aquatic macrophytes – A surface sediment study and application to a 16ka record from Lake Koucha, Organic Geochemistry, 41, 779-790, 10.1016/j.orggeochem.2010.05.010, 2010.	Aichner_2010_ctp35_C31_SIMPL
63	98.65	35.227	4095.0	-0.056	-0.056	Lake	Non-Carbonate	10.1016/j.orggeochem.2010.05.010	Aichner, B., Herzschuh, U., Wilkes, H., Vieth, A., and Böhner, J.: δD values of n-alkanes in Tibetan lake sediments and aquatic macrophytes – A surface sediment study and application to a 16ka record from Lake Koucha, Organic Geochemistry, 41, 779-790, 10.1016/j.orggeochem.2010.05.010, 2010.	Aichner_2010_Donggi_C23_SIMPL
64	98.65	35.227	4095.0	-0.056	-0.056	Lake	Non-Carbonate	10.1016/j.orggeochem.2010.05.010	Aichner, B., Herzschuh, U., Wilkes, H., Vieth, A., and Böhner, J.: δD values of n-alkanes in Tibetan lake sediments and aquatic macrophytes – A surface sediment study and application to a 16ka record from Lake Koucha, Organic Geochemistry, 41, 779-790, 10.1016/j.orggeochem.2010.05.010, 2010.	Aichner_2010_Donggi_C25_SIMPL
65	98.65	35.227	4095.0	-0.056	-0.056	Lake	Non-Carbonate	10.1016/j.orggeochem.2010.05.010	Aichner, B., Herzschuh, U., Wilkes, H., Vieth, A., and Böhner, J.: δD values of n-alkanes in Tibetan lake sediments and aquatic macrophytes – A surface sediment study and application to a 16ka record from Lake Koucha, Organic Geochemistry, 41, 779-790, 10.1016/j.orggeochem.2010.05.010, 2010.	Aichner_2010_Donggi_C27_SIMPL
66	98.65	35.227	4095.0	-0.056	-0.056	Lake	Non-Carbonate	10.1016/j.orggeochem.2010.05.010	Aichner, B., Herzschuh, U., Wilkes, H., Vieth, A., and Böhner, J.: δD values of n-alkanes in Tibetan lake sediments and aquatic macrophytes – A surface sediment study and application to a 16ka record from Lake Koucha, Organic Geochemistry, 41, 779-790, 10.1016/j.orggeochem.2010.05.010, 2010.	Aichner_2010_Donggi_C29_SIMPL
67	98.65	35.227	4095.0	-0.056	-0.056	Lake	Non-Carbonate	10.1016/j.orggeochem.2010.05.010	Aichner, B., Herzschuh, U., Wilkes, H., Vieth, A., and Böhner, J.: δD values of n-alkanes in Tibetan lake sediments and aquatic macrophytes – A surface sediment study and application to a 16ka record from Lake Koucha, Organic Geochemistry, 41, 779-790, 10.1016/j.orggeochem.2010.05.010, 2010.	Aichner_2010_Donggi_C31_SIMPL
68	31.17	1.835	615.0	7.1178434	14.334423	Lake	Non-Carbonate	10.1016/j.palaeo.2014.04.014	Berke, M. A., Johnson, T. C., Werne, J. P., Livingstone, D. A., Grice, K., Schouten, S., and Sinninghe Damsté, J. S.: Characterization of the last deglacial transition in tropical East Africa: Insights from Lake Albert, Palaeogeography, Palaeoclimatology, Palaeoecology, 409, 1-8, 10.1016/j.palaeo.2014.04.014, 2014.	albert2014_13C_C29-33_SIMPL
69	31.17	1.835	615.0	7.1178434	14.334423	Lake	Non-Carbonate	10.1016/j.palaeo.2014.04.014	Berke, M. A., Johnson, T. C., Werne, J. P., Livingstone, D. A., Grice, K., Schouten, S., and Sinninghe Damsté, J. S.: Characterization of the last deglacial transition in tropical East Africa: Insights from Lake Albert, Palaeogeography, Palaeoclimatology, Palaeoecology, 409, 1-8, 10.1016/j.palaeo.2014.04.014, 2014.	albert2014_Deuterieum_C28_ice_vol_corrected_SIMPL
70	31.17	1.835	615.0	7.1178434	14.334423	Lake	Non-Carbonate	10.1016/j.palaeo.2014.04.014	Berke, M. A., Johnson, T. C., Werne, J. P., Livingstone, D. A., Grice, K., Schouten, S., and Sinninghe Damsté, J. S.: Characterization of the last deglacial transition in tropical East Africa: Insights from Lake Albert, Palaeogeography, Palaeoclimatology, Palaeoecology, 409, 1-8, 10.1016/j.palaeo.2014.04.014, 2014.	albert2014_Deuterieum_C28_SIMPL
71	9.621444	58.042222	285.0	-0.05	0.434	Ocean	Benthic foraminifera	10.1016/j.marmicro.2007.09.002	Brückner, S., and Mackensen, A.: Organic matter rain rates, oxygen availability, and vital effects from benthic foraminiferal δ13C in the historic Skagerrak, North Sea, Marine Micropaleontology, 66, 192-207, 10.1016/j.marmicro.2007.09.002, 2008.	Alkor_159_225510_carbon_isotope_SIMPL_C.laevigata.D13C
72	9.621444	58.042222	285.0	-0.05	0.434	Ocean	Benthic foraminifera	10.1016/j.marmicro.2007.09.002	Brückner, S., and Mackensen, A.: Organic matter rain rates, oxygen availability, and vital effects from benthic foraminiferal δ13C in the historic Skagerrak, North Sea, Marine Micropaleontology, 66, 192-207, 10.1016/j.marmicro.2007.09.002, 2008.	Alkor_159_225510_carbon_isotope_SIMPL_G.turgida.D13C
73	9.621444	58.042222	285.0	-0.05	0.434	Ocean	Benthic foraminifera	10.1016/j.marmicro.2007.09.002	Brückner, S., and Mackensen, A.: Organic matter rain rates, oxygen availability, and vital effects from benthic foraminiferal δ13C in the historic Skagerrak, North Sea, Marine Micropaleontology, 66, 192-207, 10.1016/j.marmicro.2007.09.002, 2008.	Alkor_159_225510_carbon_isotope_SIMPL_H.balthica_D13C
74	9.621444	58.042222	285.0	-0.05	0.434	Ocean	Benthic foraminifera	10.1016/j.marmicro.2007.09.002	Brückner, S., and Mackensen, A.: Organic matter rain rates, oxygen availability, and vital effects from benthic foraminiferal δ13C in the historic Skagerrak, North Sea, Marine Micropaleontology, 66, 192-207, 10.1016/j.marmicro.2007.09.002, 2008.	Alkor_159_225510_carbon_isotope_SIMPL_M.zaand.D13C
75	9.621444	58.042222	285.0	-0.05	0.434	Ocean	Benthic foraminifera	10.1016/j.marmicro.2007.09.002	Brückner, S., and Mackensen, A.: Organic matter rain rates, oxygen availability, and vital effects from benthic foraminiferal δ13C in the historic Skagerrak, North Sea, Marine Micropaleontology, 66, 192-207, 10.1016/j.marmicro.2007.09.002, 2008.	Alkor_159_225510_carbon_isotope_SIMPL_U.medit.D13C
76	9.621444	58.042222	285.0	-0.043	0.401	Ocean	Benthic foraminifera	10.1191/0959683605hl931rp	Brückner, Sylvia; Mackensen, Andreas (2006): Deep-water renewal in the Skagerrak during the last 1200 years triggered by the North Atlantic Oscillation: evidence from benthic foraminiferal d18O. The Holocene, 16(3), 331-340, doi:10.1191/0959683605hl931rp	Alkor_159_225514_2006_carbon_isotope_SIMPL_U.medit
77	9.621444	58.042222	285.0	-0.05	0.434	Ocean	Benthic foraminifera	10.1016/j.marmicro.2007.09.002	Brückner, S., and Mackensen, A.: Organic matter rain rates, oxygen availability, and vital effects from benthic foraminiferal δ13C in the historic Skagerrak, North Sea, Marine Micropaleontology, 66, 192-207, 10.1016/j.marmicro.2007.09.002, 2008.	Alkor_159_225514_carbon_isotope_SIMPL_B.margi.D13C
78	9.621444	58.042222	285.0	-0.05	0.434	Ocean	Benthic foraminifera	10.1016/j.marmicro.2007.09.002	Brückner, S., and Mackensen, A.: Organic matter rain rates, oxygen availability, and vital effects from benthic foraminiferal δ13C in the historic Skagerrak, North Sea, Marine Micropaleontology, 66, 192-207, 10.1016/j.marmicro.2007.09.002, 2008.	Alkor_159_225514_carbon_isotope_SIMPL_B.skagerrakensis.D13C
79	9.621444	58.042222	285.0	-0.05	0.444	Ocean	Benthic foraminifera	10.1016/j.marmicro.2007.09.002	Brückner, S., and Mackensen, A.: Organic matter rain rates, oxygen availability, and vital effects from benthic foraminiferal δ13C in the historic Skagerrak, North Sea, Marine Micropaleontology, 66, 192-207, 10.1016/j.marmicro.2007.09.002, 2008.	Alkor_159_225514_carbon_isotope_SIMPL_B.skagerrakensis
80	9.621444	58.042222	285.0	-0.05	0.444	Ocean	Benthic foraminifera	10.1016/j.marmicro.2007.09.002	Brückner, S., and Mackensen, A.: Organic matter rain rates, oxygen availability, and vital effects from benthic foraminiferal δ13C in the historic Skagerrak, North Sea, Marine Micropaleontology, 66, 192-207, 10.1016/j.marmicro.2007.09.002, 2008.	Alkor_159_225514_carbon_isotope_SIMPL_C.laevigata.D13C
81	9.621444	58.042222	285.0	-0.05	0.444	Ocean	Benthic foraminifera	10.1016/j.marmicro.2007.09.002	Brückner, S., and Mackensen, A.: Organic matter rain rates, oxygen availability, and vital effects from benthic foraminiferal δ13C in the historic Skagerrak, North Sea, Marine Micropaleontology, 66, 192-207, 10.1016/j.marmicro.2007.09.002, 2008.	Alkor_159_225514_carbon_isotope_SIMPL_G.turgida.D13C
82	9.621444	58.042222	285.0	-0.05	0.422	Ocean	Benthic foraminifera	10.1016/j.marmicro.2007.09.002	Brückner, S., and Mackensen, A.: Organic matter rain rates, oxygen availability, and vital effects from benthic foraminiferal δ13C in the historic Skagerrak, North Sea, Marine Micropaleontology, 66, 192-207, 10.1016/j.marmicro.2007.09.002, 2008.	Alkor_159_225514_carbon_isotope_SIMPL_M.Zaand.D13C
83	9.621444	58.042222	285.0	-0.05	0.434	Ocean	Benthic foraminifera	10.1016/j.marmicro.2007.09.002	Brückner, S., and Mackensen, A.: Organic matter rain rates, oxygen availability, and vital effects from benthic foraminiferal δ13C in the historic Skagerrak, North Sea, Marine Micropaleontology, 66, 192-207, 10.1016/j.marmicro.2007.09.002, 2008.	Alkor_159_225514_carbon_isotope_SIMPL_Mbarleean.D13C
84	8.709083	57.840556	420.0	-0.043	1.06	Ocean	Benthic foraminifera	10.1191/0959683605hl931rp	Brückner, Sylvia; Mackensen, Andreas (2006): Deep-water renewal in the Skagerrak during the last 1200 years triggered by the North Atlantic Oscillation: evidence from benthic foraminiferal d18O. The Holocene, 16(3), 331-340, doi:10.1191/0959683605hl931rp	Alkor_159_225514_carbon_isotope_SIMPL_U.medit.D13C
85	8.709083	57.840556	420.0	-0.05	1.06	Ocean	Benthic foraminifera	10.1191/0959683605hl931rp	Brückner, Sylvia; Mackensen, Andreas (2006): Deep-water renewal in the Skagerrak during the last 1200 years triggered by the North Atlantic Oscillation: evidence from benthic foraminiferal d18O. The Holocene, 16(3), 331-340, doi:10.1191/0959683605hl931rp	Alkor_159_225514_oxygen_isotope_SIMPL_B.margi
86	8.709083	57.840556	420.0	-0.05	1.06	Ocean	Benthic foraminifera	10.1191/0959683605hl931rp	Brückner, Sylvia; Mackensen, Andreas (2006): Deep-water renewal in the Skagerrak during the last 1200 years triggered by the North Atlantic Oscillation: evidence from benthic foraminiferal d18O. The Holocene, 16(3), 331-340, doi:10.1191/0959683605hl931rp	Alkor_159_225514_oxygen_isotope_SIMPL_M.barleea
87	8.709083	57.840556	420.0	-0.043	1.06	Ocean	Benthic foraminifera	10.1191/0959683605hl931rp	Brückner, Sylvia; Mackensen, Andreas (2006): Deep-water renewal in the Skagerrak during the last 1200 years triggered by the North Atlantic Oscillation: evidence from benthic foraminiferal d18O. The Holocene, 16(3), 331-340, doi:10.1191/0959683605hl931rp	Alkor_159_225514_oxygen_isotope_SIMPL_U.medit
88	17.43	36.45	3376.0	13.20350877	102.3226695	Ocean	Planktonic foraminifera	10.1038/23432	Allen, J. R. M., Brandt, U., Brauer, A., Hubberten, H., Huntley, B., Keller, J., … Zolitschka, B. (1999). Rapid environmental changes in southern Europe during the last glacial period. Letters to Nature, 400(AUGUST), 740–743. doi:10.1038/23432	allen1999_bullo_SIMPL
89	17.43	36.45	3376.0	2.122257053	110.8167765	Ocean	Planktonic foraminifera	10.1038/23432	Allen, J. R. M., Brandt, U., Brauer, A., Hubberten, H., Huntley, B., Keller, J., … Zolitschka, B. (1999). Rapid environmental changes in southern Europe during the last glacial period. Letters to Nature, 400(AUGUST), 740–743. doi:10.1038/23432	allen1999_ruber_SIMPL
90	11.11	48.01	533.0	-0.01208	15.58837	Lake	Carbonate	10.1126/science.284.5420.1654 	von Grafenstein, U., H. Erlenkeuser, A. Brauer, J. Jouzel, and S.J. Johnsen, 1999,A Mid-European Decadal Isotope-Climate Record from 15,500 to 5000 Years B.P., Science, Volume 284, Number 5420, pp. 1654-1657, Jun 4 1999.	ammersee_1999_SIMPL_d18O
91	-77.5	-9.0	6050.0	-0.043	0.056	Ice	Ice	10.1126/science.269.5220.46	Thompson, L. G., Mosley-Thompson, E., Davis, M. E., Lin, P. N., Henderson, K. A., Cole-Dai, J., Bolzan, J. F., and Liu, K. b.: Late Glacial Stage and Holocene Tropical Ice Core Records from Huascaran, Peru, Science, 269, 46-50, 10.1126/science.269.5220.46, 1995.	annual_janv-dec_SIMPL_d18O_core_1
92	-77.5	-9.0	6050.0	-0.043	0.056	Ice	Ice	10.1126/science.269.5220.46	Thompson, L. G., Mosley-Thompson, E., Davis, M. E., Lin, P. N., Henderson, K. A., Cole-Dai, J., Bolzan, J. F., and Liu, K. b.: Late Glacial Stage and Holocene Tropical Ice Core Records from Huascaran, Peru, Science, 269, 46-50, 10.1126/science.269.5220.46, 1995.	annual_janv-dec_SIMPL_d18O_core_2
93	-77.5	-9.0	6050.0	-0.043	0.056	Ice	Ice	10.1126/science.269.5220.46	Thompson, L. G., Mosley-Thompson, E., Davis, M. E., Lin, P. N., Henderson, K. A., Cole-Dai, J., Bolzan, J. F., and Liu, K. b.: Late Glacial Stage and Holocene Tropical Ice Core Records from Huascaran, Peru, Science, 269, 46-50, 10.1126/science.269.5220.46, 1995.	annualthermal_aug-jul_SIMPL_d18O_core_1
94	-77.5	-9.0	6050.0	-0.043	0.056	Ice	Ice	10.1126/science.269.5220.46	Thompson, L. G., Mosley-Thompson, E., Davis, M. E., Lin, P. N., Henderson, K. A., Cole-Dai, J., Bolzan, J. F., and Liu, K. b.: Late Glacial Stage and Holocene Tropical Ice Core Records from Huascaran, Peru, Science, 269, 46-50, 10.1126/science.269.5220.46, 1995.	annualthermal_aug-jul_SIMPL_d18O_core_2
95	-70.36	-73.59	1400.0	-0.0555	0.0925	Ice	Ice	10.1029/2009GL040104	Thomas, E. R., Dennis, P. F., Bracegirdle, T. J., and Franzke, C.: Ice core evidence for significant 100-year regional warming on the Antarctic Peninsula, Geophysical Research Letters, 36, 10.1029/2009gl040104, 2009.	Antarctic_peninsula_gomez2009d18o_SIMPL
96	35.5	29.45	19.0	-0.042	0.162	Ocean	Coral	10.1007/s00338-003-0321-6	Al-Rousan, S., Al-Moghrabi, S., Paetzold, J., and Wefer, G.: Stable oxygen isotopes in Porites corals monitor weekly temperature variations in the northern Gulf of Aqaba, Red Sea, Coral Reefs, 22, 346-356, 10.1007/s00338-003-0321-6, 2003.	aq18-13c_and_d18O_SIMPL.D13C
97	35.5	29.45	19.0	-0.042	0.162	Ocean	Coral	10.1007/s00338-003-0321-6	Al-Rousan, S., Al-Moghrabi, S., Paetzold, J., and Wefer, G.: Stable oxygen isotopes in Porites corals monitor weekly temperature variations in the northern Gulf of Aqaba, Red Sea, Coral Reefs, 22, 346-356, 10.1007/s00338-003-0321-6, 2003.	aq18-13c_and_d18O_SIMPL
98	35.5	29.45	19.0	-0.042	0.064	Ocean	Coral	ISSN0936-5788	Al-Rousan, S., Al-Moghrabi, S., Paetzold, J., and Wefer, G.: Stable oxygen isotopes in Porites corals monitor weekly temperature variations in the northern Gulf of Aqaba, Red Sea, Coral Reefs, 22, 346-356, 10.1007/s00338-003-0321-6, 2003.	aq19-13c_and_d18O_SIMPL
99	35.5	29.45	19.0	-0.05048	-0.04901	Ocean	Coral	10.1007/s00338-003-0321-6	Al-Rousan, S., Al-Moghrabi, S., Paetzold, J., and Wefer, G.: Stable oxygen isotopes in Porites corals monitor weekly temperature variations in the northern Gulf of Aqaba, Red Sea, Coral Reefs, 22, 346-356, 10.1007/s00338-003-0321-6, 2003.	Aq-19-3_Age_d18O_SIMPL
100	35.5	29.45	19.0	-0.05048	-0.04855	Ocean	Coral	10.1007/s00338-003-0321-6	Al-Rousan, S., Al-Moghrabi, S., Paetzold, J., and Wefer, G.: Stable oxygen isotopes in Porites corals monitor weekly temperature variations in the northern Gulf of Aqaba, Red Sea, Coral Reefs, 22, 346-356, 10.1007/s00338-003-0321-6, 2003.	Aq-19-4_Age_d18O_SIMPL
